All event log messages.
Date:	2017-05-19 16:17:47
System Name:	MCube_6.04.Robot2
Controller Name:	192.168.1.2
Controller Id	120-800253

RobotWare: 6.04.00.01
Key:	
Options:	
	RobotWare Base
	709-1 DeviceNet Master/Slave
	608-1 World Zones
	613-1 Collision Detection
	614-1 FTP and NFS client
	616-1 PC Interface
	617-1 FlexPendant Interface
	689-1 Externally Guided Motion (EGM)
	English
	Auto acknowledge input
	623-1 Multitasking

Robot1
Key:	
Options:	
	IRB 120T-3/0.6
	Axis Calibration
	Drive System IRB 120/140/260/360/910SC/1200/1400/1520/1600/1660ID IRC5 Compact



Common log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
43210     	I   	Operational         	10021   	Execution error reset                   	2017-05-16 09:30:55 	The program execution in task T_ROB1 has left a spontaneous error state.	{args: "1", "T_ROB1"}
43211     	I   	Operational         	10052   	Regain start                            	2017-05-16 09:30:59 	A regain movement has started.	{args: "0"}
43212     	I   	Operational         	10053   	Regain ready                            	2017-05-16 09:30:59 	The regain movement is ready.	{args: "0"}
43213     	I   	Operational         	10151   	Program started                         	2017-05-16 09:30:59 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
44334     	W   	Program             	41822   	No data from the UdpUc device           	2017-05-16 09:31:06 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
44335     	E   	Program             	41822   	No data from the UdpUc device           	2017-05-16 09:31:06 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
44336     	E   	Program             	40228   	Execution error                         	2017-05-16 09:31:06 	The execution of task T_ROB1 has been stopped by a runtime error 41822.	{args: "T_ROB1", "41822"}
44337     	I   	Operational         	10020   	Execution error state                   	2017-05-16 09:31:06 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
44338     	I   	Operational         	10126   	Program stopped                         	2017-05-16 09:31:06 	The task T_ROB1 has stopped. The reason is that an error has occurred.	{args: "1", "T_ROB1"}
44339     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-16 09:33:03 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
44340     	I   	Operational         	10021   	Execution error reset                   	2017-05-16 09:33:03 	The program execution in task T_ROB1 has left a spontaneous error state.	{args: "1", "T_ROB1"}
44341     	I   	Operational         	10052   	Regain start                            	2017-05-16 09:33:08 	A regain movement has started.	{args: "0"}
44342     	I   	Operational         	10053   	Regain ready                            	2017-05-16 09:33:08 	The regain movement is ready.	{args: "0"}
44343     	I   	Operational         	10151   	Program started                         	2017-05-16 09:33:08 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
45632     	W   	Program             	41822   	No data from the UdpUc device           	2017-05-16 09:33:15 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
45633     	E   	Program             	41822   	No data from the UdpUc device           	2017-05-16 09:33:15 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
45634     	E   	Program             	40228   	Execution error                         	2017-05-16 09:33:15 	The execution of task T_ROB1 has been stopped by a runtime error 41822.	{args: "T_ROB1", "41822"}
45635     	I   	Operational         	10020   	Execution error state                   	2017-05-16 09:33:15 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
45636     	I   	Operational         	10126   	Program stopped                         	2017-05-16 09:33:15 	The task T_ROB1 has stopped. The reason is that an error has occurred.	{args: "1", "T_ROB1"}
45637     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-16 09:34:07 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
45638     	I   	Operational         	10021   	Execution error reset                   	2017-05-16 09:34:07 	The program execution in task T_ROB1 has left a spontaneous error state.	{args: "1", "T_ROB1"}
45639     	I   	Operational         	10052   	Regain start                            	2017-05-16 09:34:13 	A regain movement has started.	{args: "0"}
45640     	I   	Operational         	10053   	Regain ready                            	2017-05-16 09:34:13 	The regain movement is ready.	{args: "0"}
45641     	I   	Operational         	10151   	Program started                         	2017-05-16 09:34:13 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
46804     	W   	Program             	41822   	No data from the UdpUc device           	2017-05-16 09:34:19 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
46805     	E   	Program             	41822   	No data from the UdpUc device           	2017-05-16 09:34:19 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
46806     	E   	Program             	40228   	Execution error                         	2017-05-16 09:34:19 	The execution of task T_ROB1 has been stopped by a runtime error 41822.	{args: "T_ROB1", "41822"}
46807     	I   	Operational         	10020   	Execution error state                   	2017-05-16 09:34:19 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
46808     	I   	Operational         	10126   	Program stopped                         	2017-05-16 09:34:19 	The task T_ROB1 has stopped. The reason is that an error has occurred.	{args: "1", "T_ROB1"}
46809     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-16 09:34:37 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
46810     	I   	Operational         	10021   	Execution error reset                   	2017-05-16 09:34:37 	The program execution in task T_ROB1 has left a spontaneous error state.	{args: "1", "T_ROB1"}
46811     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-16 09:34:46 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
46812     	I   	Operational         	10052   	Regain start                            	2017-05-16 09:34:53 	A regain movement has started.	{args: "0"}
46813     	I   	Operational         	10053   	Regain ready                            	2017-05-16 09:34:53 	The regain movement is ready.	{args: "0"}
46814     	I   	Operational         	10151   	Program started                         	2017-05-16 09:34:53 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
48818     	W   	Program             	41822   	No data from the UdpUc device           	2017-05-16 09:35:04 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
48819     	E   	Program             	41822   	No data from the UdpUc device           	2017-05-16 09:35:04 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
48820     	E   	Program             	40228   	Execution error                         	2017-05-16 09:35:04 	The execution of task T_ROB1 has been stopped by a runtime error 41822.	{args: "T_ROB1", "41822"}
48821     	I   	Operational         	10020   	Execution error state                   	2017-05-16 09:35:04 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
48822     	I   	Operational         	10126   	Program stopped                         	2017-05-16 09:35:04 	The task T_ROB1 has stopped. The reason is that an error has occurred.	{args: "1", "T_ROB1"}
48823     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-16 09:37:22 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
48824     	I   	Operational         	10021   	Execution error reset                   	2017-05-16 09:37:22 	The program execution in task T_ROB1 has left a spontaneous error state.	{args: "1", "T_ROB1"}
48825     	I   	Operational         	10052   	Regain start                            	2017-05-16 09:37:23 	A regain movement has started.	{args: "0"}
48826     	I   	Operational         	10053   	Regain ready                            	2017-05-16 09:37:23 	The regain movement is ready.	{args: "0"}
48827     	I   	Operational         	10151   	Program started                         	2017-05-16 09:37:23 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
48828     	I   	Operational         	10125   	Program stopped                         	2017-05-16 09:37:26 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred.	{args: "1", "T_ROB1"}
48829     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-16 09:50:14 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
48830     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-16 09:50:28 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
48831     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-16 09:50:54 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
48832     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-16 09:51:07 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
48833     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-16 09:53:14 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
48834     	I   	Operational         	10052   	Regain start                            	2017-05-16 09:53:17 	A regain movement has started.	{args: "0"}
48835     	I   	Operational         	10053   	Regain ready                            	2017-05-16 09:53:17 	The regain movement is ready.	{args: "0"}
48836     	I   	Operational         	10151   	Program started                         	2017-05-16 09:53:17 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
50838     	E   	Motion              	50027   	Joint Out of Range                      	2017-05-16 09:53:30 	Position for ROB_1 joint rob1_6 is out of working range.	{args: "rob1_6", "ROB_1"}
50839     	I   	Operational         	10020   	Execution error state                   	2017-05-16 09:53:30 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
50840     	I   	Operational         	10012   	Safety guard stop state                 	2017-05-16 09:53:30 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop, or in manual mode if enabling device was released.	{args: }
50841     	I   	Operational         	10125   	Program stopped                         	2017-05-16 09:53:30 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred.	{args: "1", "T_ROB1"}
50842     	I   	Operational         	10010   	Motors OFF state                        	2017-05-16 09:53:31 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
50844     	I   	Operational         	10045   	System restarted                        	2017-05-16 09:55:41 	System was restarted.	{args: }
